회사명,종목코드,업종,업종2,업종PER,PER,PBR
삼성공조,006660,자동차 신품 부품 제조업,자동차부품,46.67,36.78,0.32
세방전지,004490,일차전지 및 축전지 제조업,자동차부품,46.67,20.74,1.33
진원생명과학,011000,의약품 제조업,생물공학,-54.63,N/A,N/A
참엔지니어링,009310,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,10.32,0.94
한국프랜지공업,010100,자동차 신품 부품 제조업,자동차부품,46.67,12.76,0.43
코스모신소재,005070,기타 화학제품 제조업,화학,69.00,255.26,3.74
덕성,004830,플라스틱제품 제조업,"섬유,의류,신발,호화품",33.35,28.63,1.61
신영증권,001720,금융 지원 서비스업,증권,6.53,11.95,0.38
유진증권,001200,금융 지원 서비스업,증권,6.53,6.37,0.46
유화증권,003460,금융 지원 서비스업,증권,6.53,29.42,0.30
한신기계공업,011700,일반 목적용 기계 제조업,기계,-29.49,20.11,0.66
코스모화학,005420,기타 화학제품 제조업,화학,69.00,N/A,N/A
가온전선,000500,절연선 및 케이블 제조업,전기장비,-220.85,10.28,0.33
S-Oil,010950,석유 정제품 제조업,석유와가스,-13.96,N/A,N/A
한화에어로스페이스,012450,"항공기,우주선 및 부품 제조업",우주항공과국방,50.80,30.36,0.87
삼화전자공업,011230,영상 및 음향기기 제조업,전자장비와기기,65.66,N/A,N/A
현대제철,004020,1차 철강 제조업,철강,41.60,N/A,N/A
써니전자,004770,반도체 제조업,전자장비와기기,65.66,34.29,2.54
현대비앤지스틸,004560,1차 철강 제조업,비철금속,21.86,15.22,0.64
사조오양,006090,수산물 가공 및 저장 처리업,식품,29.07,4.62,0.52
한화투자증권,003530,금융 지원 서비스업,증권,6.53,8.59,0.51
삼화전기,009470,전자부품 제조업,전기제품,206.26,135.47,3.32
SK증권,001510,금융 지원 서비스업,증권,6.53,57.67,0.67
평화홀딩스,010770,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
일신석재,007110,"건축자재, 철물 및 난방장치 도매업",건축자재,36.34,136.79,2.82
KG동부제철,016380,1차 철강 제조업,철강,41.60,13.71,1.19
아이에스동서,010780,"내화, 비내화 요업제품 제조업",건설,7.01,12.87,1.38
SH에너지화학,002360,기초 화학물질 제조업,화학,69.00,N/A,N/A
대한화섬,003830,화학섬유 제조업,화학,69.00,8.20,0.24
코리아써키트,007810,전자부품 제조업,전자장비와기기,65.66,31.71,1.18
신세계,004170,종합 소매업,백화점과일반상점,-28.81,N/A,N/A
OCI,010060,기초 화학물질 제조업,화학,69.00,N/A,N/A
삼일제약,000520,의약품 제조업,제약,99.58,134.72,1.82
인스코비,006490,전기 통신업,다각화된통신서비스,11.95,N/A,N/A
일성신약,003120,의약품 제조업,제약,99.58,48.48,0.36
현대건설,000720,토목 건설업,건설,7.01,20.84,0.70
TCC스틸,002710,1차 철강 제조업,철강,41.60,300.62,0.96
에이프로젠제약,003060,의약품 제조업,제약,99.58,37.74,0.92
F&F,007700,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,22.89,3.95
아남전자,008700,영상 및 음향기기 제조업,전자제품,41.38,60.47,3.94
현대미포조선,010620,선박 및 보트 건조업,조선,-22.00,42.60,0.84
GS건설,006360,건물 건설업,건설,7.01,10.65,0.79
삼아알미늄,006110,1차 비철금속 제조업,비철금속,21.86,32.70,1.12
한국전자홀딩스,006200,기타 금융업,반도체와반도체장비,20.53,N/A,N/A
삼성SDI,006400,일차전지 및 축전지 제조업,전기제품,206.26,267.14,4.16
삼성전기,009150,전자부품 제조업,전자장비와기기,65.66,41.28,2.71
동부건설,005960,토목 건설업,건설,7.01,4.28,0.67
케이씨티시,009070,도로 화물 운송업,항공화물운송과물류,12.60,16.85,0.72
코오롱글로벌,003070,토목 건설업,건설,7.01,6.02,1.00
빙그레,005180,낙농제품 및 식용빙과류 제조업,식품,29.07,11.27,0.84
녹십자홀딩스,005250,회사 본부 및 경영 컨설팅 서비스업,제약,99.58,39.56,2.40
조선내화,000480,"내화, 비내화 요업제품 제조업",비철금속,21.86,7.65,0.42
현대약품,004310,의약품 제조업,제약,99.58,115.16,2.29
남양유업,003920,낙농제품 및 식용빙과류 제조업,식품,29.07,N/A,N/A
남선알미늄,008350,1차 비철금속 제조업,비철금속,21.86,45.31,2.60
한국화장품제조,003350,기타 화학제품 제조업,화장품,89.76,N/A,N/A
대림건설,001880,건물 건설업,건설,7.01,4.48,1.04
현대종합상사,011760,상품 종합 도매업,무역회사와판매업체,12.09,8.94,0.59
LS,006260,기타 금융업,전기장비,-220.85,N/A,N/A
SK네트웍스,001740,기타 전문 도매업,복합기업,29.11,N/A,N/A
경농,002100,"비료, 농약 및 살균, 살충제 제조업",화학,69.00,27.64,1.20
티웨이홀딩스,004870,"시멘트, 석회, 플라스터 및 그 제품 제조업",항공사,-4.87,N/A,N/A
동방아그로,007590,"비료, 농약 및 살균, 살충제 제조업",화학,69.00,12.55,0.54
송원산업,004430,기타 화학제품 제조업,화학,69.00,16.01,1.08
진흥기업,002780,토목 건설업,건설,7.01,87.58,3.77
한국석유공업,004090,기타 비금속 광물제품 제조업,화학,69.00,N/A,N/A
천일고속,000650,육상 여객 운송업,도로와철도운송,54.64,N/A,N/A
대원강업,000430,자동차 신품 부품 제조업,자동차부품,46.67,98.22,0.59
만호제강,001080,1차 철강 제조업,철강,41.60,101.36,0.25
조광피혁,004700,"가죽, 가방 및 유사제품 제조업","섬유,의류,신발,호화품",33.35,19.62,0.68
세방,004360,도로 화물 운송업,항공화물운송과물류,12.60,141.83,0.39
동양철관,008970,1차 철강 제조업,철강,41.60,17.94,1.66
대유에이텍,002880,자동차 신품 부품 제조업,자동차부품,46.67,7.70,0.98
남광토건,001260,토목 건설업,건설,7.01,20.51,2.44
삼영전자공업,005680,전자부품 제조업,전기제품,206.26,21.11,0.47
신영와코루,005800,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,13.08,0.28
오리엔트바이오,002630,의약품 제조업,생물공학,-54.63,N/A,N/A
조비,001550,"비료, 농약 및 살균, 살충제 제조업",화학,69.00,33.39,2.09
한국공항,005430,기타 운송관련 서비스업,운송인프라,-23.27,N/A,N/A
조광페인트,004910,기타 화학제품 제조업,건축자재,36.34,13.25,0.32
삼천리,004690,연료용 가스 제조 및 배관공급업,가스유틸리티,19.09,27.30,0.22
성보화학,003080,"비료, 농약 및 살균, 살충제 제조업",화학,69.00,N/A,N/A
조흥,002600,기타 식품 제조업,식품,29.07,11.72,0.80
금양,001570,기초 화학물질 제조업,화학,69.00,N/A,N/A
사조대림,003960,수산물 가공 및 저장 처리업,식품,29.07,6.83,0.34
비비안,002070,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,N/A,N/A
S&T중공업,003570,자동차 신품 부품 제조업,자동차부품,46.67,16.32,0.27
한신공영,004960,건물 건설업,건설,7.01,3.02,0.41
농심,004370,기타 식품 제조업,식품,29.07,12.94,0.82
삼영화학공업,003720,플라스틱제품 제조업,화학,69.00,343.89,2.36
성신양회,004980,"시멘트, 석회, 플라스터 및 그 제품 제조업",건축자재,36.34,58.07,0.52
신라교역,004970,어로 어업,식품,29.07,175.86,0.31
신풍제지,002870,"펄프, 종이 및 판지 제조업",포장재,16.84,26.04,1.26
종근당홀딩스,001630,의약품 제조업,제약,99.58,10.07,1.12
크라운해태홀딩스,005740,기타 금융업,식품,29.07,N/A,N/A
한독,002390,의약품 제조업,제약,99.58,12.83,1.09
SG충방,001380,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
SK디스커버리,006120,기타 금융업,석유와가스,-13.96,4.40,0.71
샘표,007540,기타 금융업,식품,29.07,7.65,0.60
흥아해운,003280,해상 운송업,해운사,116.29,N/A,N/A
GS글로벌,001250,상품 종합 도매업,무역회사와판매업체,12.09,N/A,N/A
금호산업,002990,건물 건설업,건설,7.01,8.62,0.81
삼부토건,001470,토목 건설업,건설,7.01,57.50,2.27
삼화콘덴서공업,001820,전자부품 제조업,전기제품,206.26,35.81,4.37
페이퍼코리아,001020,"펄프, 종이 및 판지 제조업",종이와목재,41.06,N/A,N/A
동양,001520,"시멘트, 석회, 플라스터 및 그 제품 제조업",건축자재,36.34,50.80,0.31
한화,000880,기타 화학제품 제조업,생명보험,12.49,13.77,0.62
JW중외제약,001060,의약품 제조업,제약,99.58,N/A,N/A
영풍,000670,1차 비철금속 제조업,핸드셋,-202.00,5.31,0.27
백광산업,001340,기초 화학물질 제조업,화학,69.00,18.73,1.02
성창기업지주,000180,회사 본부 및 경영 컨설팅 서비스업,종이와목재,41.06,122.78,0.27
한창,005110,기계장비 및 관련 물품 도매업,부동산,4.26,N/A,N/A
삼화왕관,004450,기타 금속 가공제품 제조업,포장재,16.84,56.44,0.50
KR모터스,000040,그외 기타 운송장비 제조업,자동차,58.96,N/A,N/A
고려제강,002240,1차 철강 제조업,철강,41.60,N/A,N/A
태양금속공업,004100,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
선창산업,002820,나무제품 제조업,종이와목재,41.06,N/A,N/A
DRB동일,004840,기타 금융업,자동차부품,46.67,37.69,0.37
넥센타이어,002350,고무제품 제조업,자동차부품,46.67,52.13,0.52
SG세계물산,004060,상품 종합 도매업,"섬유,의류,신발,호화품",33.35,N/A,N/A
롯데정밀화학,004000,기초 화학물질 제조업,화학,69.00,8.52,0.91
동화약품,000020,의약품 제조업,제약,99.58,14.95,1.30
대림산업,000210,토목 건설업,건설,7.01,4.66,0.52
LG상사,001120,상품 중개업,무역회사와판매업체,12.09,7.45,0.71
국제약품,002720,의약품 제조업,제약,99.58,31.45,2.12
태광산업,003240,화학섬유 제조업,화학,69.00,10.84,0.25
부산주공,005030,자동차 신품 부품 제조업,자동차부품,46.67,N/A,N/A
한일현대시멘트,006390,"시멘트, 석회, 플라스터 및 그 제품 제조업",건축자재,36.34,13.12,2.99
CS홀딩스,000590,기타 금융업,철강,41.60,7.41,0.29
신성통상,005390,기타 전문 도매업,"섬유,의류,신발,호화품",33.35,63.12,0.93
DB하이텍,000990,반도체 제조업,반도체와반도체장비,20.53,16.65,3.43
대림통상,006570,기타 금속 가공제품 제조업,건축제품,-47.58,N/A,N/A
유유제약,000220,의약품 제조업,제약,99.58,32.01,1.03
강남제비스코,000860,기타 화학제품 제조업,건축자재,36.34,8.86,0.26
대신증권,003540,금융 지원 서비스업,증권,6.53,12.76,0.47
NH투자증권,005940,금융 지원 서비스업,증권,6.53,5.71,0.61
미래에셋대우,006800,금융 지원 서비스업,증권,6.53,10.33,0.68
신일전자,002700,기계장비 및 관련 물품 도매업,가정용기기와용품,15.82,29.86,1.98
삼성제약,001360,의약품 제조업,제약,99.58,N/A,N/A
삼성화재해상보험,000810,보험업,손해보험,6.87,12.39,0.47
삼양식품,003230,기타 식품 제조업,식품,29.07,9.16,2.06
한화손해보험,000370,보험업,손해보험,6.87,N/A,N/A
NI스틸,008260,1차 철강 제조업,철강,41.60,11.35,0.74
일동홀딩스,000230,의약품 제조업,제약,99.58,N/A,N/A
대동공업,000490,특수 목적용 기계 제조업,기계,-29.49,29.00,0.54
오리온홀딩스,001800,기타 금융업,식품,29.07,12.98,0.44
깨끗한나라,004540,"펄프, 종이 및 판지 제조업",종이와목재,41.06,3.29,0.84
태원물산,001420,자동차 신품 부품 제조업,자동차부품,46.67,142.90,1.03
코오롱,002020,기타 금융업,화학,69.00,3.15,0.46
삼성전자,005930,통신 및 방송 장비 제조업,반도체와반도체장비,20.53,22.28,2.07
대유플러스,000300,통신 및 방송 장비 제조업,자동차부품,46.67,N/A,N/A
BYC,001460,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,15.08,0.60
쌍용자동차,003620,자동차용 엔진 및 자동차 제조업,자동차,58.96,N/A,N/A
쌍용양회공업,003410,"시멘트, 석회, 플라스터 및 그 제품 제조업",건축자재,36.34,27.63,2.02
SPC삼립,005610,기타 식품 제조업,식품,29.07,N/A,N/A
흥국화재,000540,보험업,손해보험,6.87,14.81,0.29
우리종금,010050,기타 금융업,기타금융,4.61,5.69,0.92
일양약품,007570,의약품 제조업,제약,99.58,100.92,4.91
한진,002320,도로 화물 운송업,항공화물운송과물류,12.60,29.45,0.63
한국수출포장공업,002200,"골판지, 종이 상자 및 종이용기 제조업",포장재,16.84,7.64,0.37
현대자동차,005380,자동차용 엔진 및 자동차 제조업,자동차,58.96,58.54,0.92
모나미,005360,생활용품 도매업,문구류,4.59,N/A,N/A
한화솔루션,009830,기초 화학물질 제조업,화학,69.00,N/A,N/A
아세아,002030,회사 본부 및 경영 컨설팅 서비스업,포장재,16.84,5.66,0.22
카프로,006380,기초 화학물질 제조업,화학,69.00,N/A,N/A
롯데지주,004990,기타 금융업,식품,29.07,N/A,N/A
대한방직,001070,직물직조 및 직물제품 제조업,"섬유,의류,신발,호화품",33.35,N/A,N/A
서울식품공업,004410,기타 식품 제조업,식품,29.07,N/A,N/A
아이에이치큐,003560,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송과엔터테인먼트,-19.04,N/A,N/A
LS네트웍스,000680,상품 종합 도매업,"섬유,의류,신발,호화품",33.35,N/A,N/A
금호전기,001210,전구 및 조명장치 제조업,디스플레이장비및부품,86.49,N/A,N/A
하이트진로홀딩스,000140,기타 금융업,음료,98.61,8.94,0.71
노루홀딩스,000320,기타 금융업,건축자재,36.34,24.38,0.31
기아자동차,000270,자동차용 엔진 및 자동차 제조업,자동차,58.96,40.15,1.19
효성,004800,기타 금융업,복합기업,29.11,N/A,N/A
CJ,001040,기타 금융업,복합기업,29.11,16.31,0.69
두산,000150,회사 본부 및 경영 컨설팅 서비스업,복합기업,29.11,10.62,0.55
휴스틸,005010,1차 철강 제조업,철강,41.60,N/A,N/A
DB손해보험,005830,보험업,손해보험,6.87,4.96,0.35
대웅,003090,기타 금융업,제약,99.58,50.00,2.85
동양물산기업,002900,특수 목적용 기계 제조업,기계,-29.49,16.70,1.55
진양산업,003780,플라스틱제품 제조업,화학,69.00,6.87,1.17
영진약품,003520,의약품 제조업,제약,99.58,N/A,N/A
케이씨씨,002380,기타 화학제품 제조업,건축자재,36.34,N/A,N/A
롯데칠성음료,005300,비알코올음료 및 얼음 제조업,음료,98.61,N/A,N/A
일신방직,003200,방적 및 가공사 제조업,"섬유,의류,신발,호화품",33.35,68.00,0.27
롯데푸드,002270,낙농제품 및 식용빙과류 제조업,식품,29.07,5.90,0.46
아모레퍼시픽그룹,002790,기타 화학제품 제조업,화장품,89.76,222.97,1.72
제주은행,006220,은행 및 저축기관,은행,4.87,11.41,0.51
한솔홀딩스,004150,기타 금융업,종이와목재,41.06,8.51,0.33
벽산,007210,기타 비금속 광물제품 제조업,건축자재,36.34,N/A,N/A
롯데손해보험,000400,보험업,손해보험,6.87,N/A,N/A
대한제분,001130,"곡물가공품, 전분 및 전분제품 제조업",식품,29.07,9.50,0.32
대상,001680,기타 식품 제조업,식품,29.07,6.40,0.87
LG,003550,기타 금융업,복합기업,29.11,15.55,0.94
동아쏘시오홀딩스,000640,기타 금융업,제약,99.58,27.83,0.90
코리안리,003690,재 보험업,손해보험,6.87,6.39,0.33
한국주철관공업,000970,1차 철강 제조업,철강,41.60,19.06,0.66
한일홀딩스,003300,"시멘트, 석회, 플라스터 및 그 제품 제조업",건축자재,36.34,11.49,0.24
엔피씨,004250,플라스틱제품 제조업,화학,69.00,10.23,0.51
세아제강지주,003030,기타 금융업,철강,41.60,N/A,N/A
대한전선,001440,절연선 및 케이블 제조업,전기장비,-220.85,N/A,N/A
대한제당,001790,"곡물가공품, 전분 및 전분제품 제조업",식품,29.07,9.23,0.40
삼양홀딩스,000070,기타 금융업,식품,29.07,19.26,0.49
세기상사,002420,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송과엔터테인먼트,-19.04,N/A,N/A
한국테크놀로지그룹,000240,기타 금융업,자동차부품,46.67,18.53,0.61
전방,000950,방적 및 가공사 제조업,"섬유,의류,신발,호화품",33.35,N/A,N/A
대한항공,003490,항공 여객 운송업,항공사,-4.87,N/A,N/A
디아이동일,001530,상품 중개업,"섬유,의류,신발,호화품",33.35,33.75,0.69
유한양행,000100,의약품 제조업,제약,99.58,25.69,2.36
