,회사명,종목코드,업종,업종2,업종PER,PER,PBR
2129,인디에프,014990,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,,1.35
2130,한솔피엔에스,010420,기타 전문 도매업,종이와목재,41.06,10.62,0.84
2131,디와이,013570,기타 금융업,기계,-29.49,19.45,0.39
2132,방림,003610,직물직조 및 직물제품 제조업,"섬유,의류,신발,호화품",22.82,17.54,0.42
2133,큐로,015590,일반 목적용 기계 제조업,기계,-29.49,38.11,1.30
2134,한솔케미칼,014680,기초 화학물질 제조업,화학,69.0,21.22,4.52
2135,퍼스텍,010820,무기 및 총포탄 제조업,우주항공과국방,50.8,,3.99
2136,리더스 기술투자,019570,신탁업 및 집합투자업,창업투자,20.78,,1.79
2137,엠벤처투자,019590,신탁업 및 집합투자업,창업투자,20.78,8.29,1.76
2138,동원산업,006040,어로 어업,식품,29.07,6.03,0.72
2139,대덕,008060,기타 금융업,기타금융,4.61,2.74,0.41
2140,한성기업,003680,수산물 가공 및 저장 처리업,식품,29.07,,0.88
2141,모헨즈,006920,"시멘트, 석회, 플라스터 및 그 제품 제조업",건축자재,36.34,243.50,2.37
2142,이스타코,015020,부동산 임대 및 공급업,방송과엔터테인먼트,-19.04,11.82,0.61
2143,태림포장,011280,"골판지, 종이 상자 및 종이용기 제조업",포장재,16.84,19.99,1.19
2144,아세아제지,002310,"골판지, 종이 상자 및 종이용기 제조업",포장재,16.84,8.83,0.67
2145,화천기계,010660,특수 목적용 기계 제조업,기계,-29.49,,0.42
2146,CJ씨푸드,011150,기타 식품 제조업,식품,29.07,46.31,2.5
2147,신화실업,001770,1차 철강 제조업,철강,41.6,86.71,0.92
2148,조일알미늄,018470,1차 비철금속 제조업,비철금속,21.86,,0.37
2149,에스엘,005850,자동차 신품 부품 제조업,자동차부품,46.67,28.36,0.88
2150,영원무역홀딩스,009970,기타 금융업,"섬유,의류,신발,호화품",33.35,4.72,0.31
2151,더존비즈온,012510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",소프트웨어,86.51,70.85,9.31
2152,보령제약,003850,의약품 제조업,제약,99.58,36.29,2.96
2153,폴루스바이오팜,007630,상품 중개업,화장품,89.76,,0.81
2154,이건산업,008250,나무제품 제조업,건축자재,36.34,46.71,0.62
2155,모나리자,012690,기타 종이 및 판지 제품 제조업,가정용품,14.53,22.94,2.47
2156,대구백화점,006370,종합 소매업,백화점과일반상점,-28.81,,0.29
2157,우성사료,006980,"곡물가공품, 전분 및 전분제품 제조업",식품,29.07,5.75,0.47
2158,유성기업,002920,자동차 신품 부품 제조업,자동차부품,46.67,14.93,0.32
2159,한일철강,002220,1차 철강 제조업,철강,41.6,,0.31
2160,삼익악기,002450,악기 제조업,레저용장비와제품,-33.68,250.00,0.55
2161,화성산업,002460,건물 건설업,건설,7.01,3.42,0.36
2162,디티알오토모티브,007340,일차전지 및 축전지 제조업,자동차부품,46.67,5.32,0.38
2163,보해양조,000890,알코올음료 제조업,음료,98.61,,1.45
2164,상상인증권,001290,금융 지원 서비스업,증권,6.53,20.54,0.65
2165,혜인,003010,기계장비 및 관련 물품 도매업,기계,-29.49,24.60,0.55
2166,금강공업,014280,1차 철강 제조업,건축제품,-47.58,768.57,0.46
2167,엔케이물산,009810,기타 전문 도매업,방송과엔터테인먼트,-19.04,3.47,0.47
2168,율촌화학,008730,플라스틱제품 제조업,포장재,16.84,29.81,1.91
2169,신원,009270,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,87.66,0.59
2170,동방,004140,기타 운송관련 서비스업,항공화물운송과물류,12.6,,2.16
2171,한국쉘석유,002960,석유 정제품 제조업,석유와가스,-13.96,13.67,3.37
2172,부광약품,003000,의약품 제조업,제약,99.58,"11,450.00",5.69
2173,풍산홀딩스,005810,기타 금융업,비철금속,21.86,16.60,0.35
2174,부국증권,001270,금융 지원 서비스업,증권,6.53,5.85,0.37
2175,계양전기,012200,일반 목적용 기계 제조업,자동차부품,46.67,19.33,0.83
2176,한솔테크닉스,004710,전자부품 제조업,디스플레이장비및부품,86.49,29.49,1.14
2177,동성화학,005190,기초 화학물질 제조업,화학,69.0,5.69,0.65
2178,DB금융투자,016610,금융 지원 서비스업,증권,6.53,4.31,0.34
2179,한미사이언스,008930,기타 금융업,제약,99.58,343.64,7.74
2180,삼진제약,005500,의약품 제조업,제약,99.58,14.62,1.5
2181,포스코,005490,1차 철강 제조업,철강,41.6,24.82,0.48
2182,범양건영,002410,건물 건설업,건설,7.01,7.93,1.68
2183,파미셀,005690,기초 의약물질 및 생물학적 제제 제조업,화학,69.0,126.09,15.51
2184,동국제강,001230,1차 철강 제조업,철강,41.6,,0.42
2185,대원전선,006340,절연선 및 케이블 제조업,전기장비,-220.85,,1.43
2186,이수화학,005950,기초 화학물질 제조업,화학,69.0,23.99,0.83
2187,삼성증권,016360,금융 지원 서비스업,증권,6.53,7.55,0.68
2188,삼영무역,002810,기타 전문 도매업,화학,69.0,7.95,0.66
2189,한양증권,001750,금융 지원 서비스업,증권,6.53,3.35,0.42
2190,금호석유화학,011780,기초 화학물질 제조업,화학,69.0,22.93,2.57
2191,유안타증권,003470,금융 지원 서비스업,증권,6.53,8.55,0.51
2192,제일파마홀딩스,002620,회사 본부 및 경영 컨설팅 서비스업,제약,99.58,,0.78
2193,에이엔피,015260,전자부품 제조업,전자장비와기기,65.66,,0.40
2194,한창제지,009460,"펄프, 종이 및 판지 제조업",포장재,16.84,14.81,1.49
2195,넥센,005720,고무제품 제조업,자동차부품,46.67,14.12,0.26
2196,삼성공조,006660,자동차 신품 부품 제조업,자동차부품,46.67,36.78,0.32
2197,세방전지,004490,일차전지 및 축전지 제조업,자동차부품,46.67,20.74,1.33
2198,진원생명과학,011000,의약품 제조업,생물공학,-54.63,,19.51
2199,참엔지니어링,009310,특수 목적용 기계 제조업,디스플레이장비및부품,86.49,10.32,0.94
2200,한국프랜지공업,010100,자동차 신품 부품 제조업,자동차부품,46.67,12.76,0.43
2201,코스모신소재,005070,기타 화학제품 제조업,화학,69.0,255.26,3.74
2202,덕성,004830,플라스틱제품 제조업,"섬유,의류,신발,호화품",33.35,28.63,1.61
2203,신영증권,001720,금융 지원 서비스업,증권,6.53,11.95,0.38
2204,유진증권,001200,금융 지원 서비스업,증권,6.53,6.37,0.46
2205,유화증권,003460,금융 지원 서비스업,증권,6.53,29.42,0.3
2206,한신기계공업,011700,일반 목적용 기계 제조업,기계,-29.49,20.11,0.66
2207,코스모화학,005420,기타 화학제품 제조업,화학,69.0,,2.29
2208,가온전선,000500,절연선 및 케이블 제조업,전기장비,-220.85,10.28,0.33
2209,S-Oil,010950,석유 정제품 제조업,석유와가스,-13.96,144.71,1.46
2210,한화에어로스페이스,012450,"항공기,우주선 및 부품 제조업",우주항공과국방,50.8,30.36,0.87
2211,삼화전자공업,011230,영상 및 음향기기 제조업,전자장비와기기,65.66,,3.43
2212,현대제철,004020,1차 철강 제조업,철강,41.6,314.79,0.32
2213,써니전자,004770,반도체 제조업,전자장비와기기,65.66,34.29,2.54
2214,현대비앤지스틸,004560,1차 철강 제조업,비철금속,21.86,15.22,0.64
2215,사조오양,006090,수산물 가공 및 저장 처리업,식품,29.07,4.62,0.52
2216,한화투자증권,003530,금융 지원 서비스업,증권,6.53,8.59,0.51
2217,삼화전기,009470,전자부품 제조업,전기제품,206.26,135.47,3.32
2218,SK증권,001510,금융 지원 서비스업,증권,6.53,57.67,0.67
2219,평화홀딩스,010770,자동차 신품 부품 제조업,자동차부품,46.67,,0.48
2220,일신석재,007110,"건축자재, 철물 및 난방장치 도매업",건축자재,36.34,136.79,2.82
2221,KG동부제철,016380,1차 철강 제조업,철강,41.6,13.71,1.19
2222,아이에스동서,010780,"내화, 비내화 요업제품 제조업",건설,7.01,12.87,1.38
2223,SH에너지화학,002360,기초 화학물질 제조업,화학,69.0,,1.05
2224,대한화섬,003830,화학섬유 제조업,화학,69.0,8.20,0.24
2225,코리아써키트,007810,전자부품 제조업,전자장비와기기,65.66,31.71,1.18
2226,신세계,004170,종합 소매업,백화점과일반상점,-28.81,4.53,0.61
2227,OCI,010060,기초 화학물질 제조업,화학,69.0,,0.94
2228,삼일제약,000520,의약품 제조업,제약,99.58,134.72,1.82
2229,인스코비,006490,전기 통신업,다각화된통신서비스,11.95,,8.87
2230,일성신약,003120,의약품 제조업,제약,99.58,48.48,0.36
2231,현대건설,000720,토목 건설업,건설,7.01,20.84,0.7
2232,TCC스틸,002710,1차 철강 제조업,철강,41.6,300.62,0.96
2233,에이프로젠제약,003060,의약품 제조업,제약,99.58,37.74,0.92
2234,F&F,007700,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,22.89,3.95
2235,아남전자,008700,영상 및 음향기기 제조업,전자제품,41.38,60.47,3.94
2236,현대미포조선,010620,선박 및 보트 건조업,조선,-22.0,42.60,0.84
2237,GS건설,006360,건물 건설업,건설,7.01,10.65,0.79
2238,삼아알미늄,006110,1차 비철금속 제조업,비철금속,21.86,32.70,1.12
2239,한국전자홀딩스,006200,기타 금융업,반도체와반도체장비,20.53,,0.38
2240,삼성SDI,006400,일차전지 및 축전지 제조업,전기제품,206.26,267.14,4.16
2241,삼성전기,009150,전자부품 제조업,전자장비와기기,65.66,41.28,2.71
2242,동부건설,005960,토목 건설업,건설,7.01,4.28,0.67
2243,케이씨티시,009070,도로 화물 운송업,항공화물운송과물류,12.6,16.85,0.72
2244,코오롱글로벌,003070,토목 건설업,건설,7.01,6.02,1.0
2245,빙그레,005180,낙농제품 및 식용빙과류 제조업,식품,29.07,11.27,0.84
2246,녹십자홀딩스,005250,회사 본부 및 경영 컨설팅 서비스업,제약,99.58,39.56,2.4
2247,조선내화,000480,"내화, 비내화 요업제품 제조업",비철금속,21.86,7.65,0.42
2248,현대약품,004310,의약품 제조업,제약,99.58,115.16,2.29
2249,남양유업,003920,낙농제품 및 식용빙과류 제조업,식품,29.07,8.96,0.28
2250,남선알미늄,008350,1차 비철금속 제조업,비철금속,21.86,45.31,2.6
2251,한국화장품제조,003350,기타 화학제품 제조업,화장품,89.76,,3.33
2252,대림건설,001880,건물 건설업,건설,7.01,4.48,1.04
2253,현대종합상사,011760,상품 종합 도매업,무역회사와판매업체,12.09,8.94,0.59
2254,LS,006260,기타 금융업,전기장비,-220.85,91.27,0.71
2255,SK네트웍스,001740,기타 전문 도매업,복합기업,29.11,,0.60
2256,경농,002100,"비료, 농약 및 살균, 살충제 제조업",화학,69.0,27.64,1.2
2257,티웨이홀딩스,004870,"시멘트, 석회, 플라스터 및 그 제품 제조업",항공사,-4.87,,0.62
2258,동방아그로,007590,"비료, 농약 및 살균, 살충제 제조업",화학,69.0,12.55,0.54
2259,송원산업,004430,기타 화학제품 제조업,화학,69.0,16.01,1.08
2260,진흥기업,002780,토목 건설업,건설,7.01,87.58,3.77
2261,한국석유공업,004090,기타 비금속 광물제품 제조업,화학,69.0,,0.52
2262,천일고속,000650,육상 여객 운송업,도로와철도운송,54.64,132.93,1.88
2263,대원강업,000430,자동차 신품 부품 제조업,자동차부품,46.67,98.22,0.59
2264,만호제강,001080,1차 철강 제조업,철강,41.6,101.36,0.25
2265,조광피혁,004700,"가죽, 가방 및 유사제품 제조업","섬유,의류,신발,호화품",33.35,19.62,0.68
2266,세방,004360,도로 화물 운송업,항공화물운송과물류,12.6,141.83,0.39
2267,동양철관,008970,1차 철강 제조업,철강,41.6,17.94,1.66
2268,대유에이텍,002880,자동차 신품 부품 제조업,자동차부품,46.67,7.70,0.98
2269,남광토건,001260,토목 건설업,건설,7.01,20.51,2.44
2270,삼영전자공업,005680,전자부품 제조업,전기제품,206.26,21.11,0.47
2271,신영와코루,005800,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,13.08,0.28
2272,오리엔트바이오,002630,의약품 제조업,생물공학,-54.63,,3.83
2273,조비,001550,"비료, 농약 및 살균, 살충제 제조업",화학,69.0,33.39,2.09
2274,한국공항,005430,기타 운송관련 서비스업,운송인프라,-23.27,7.84,0.39
2275,조광페인트,004910,기타 화학제품 제조업,건축자재,36.34,13.25,0.32
2276,삼천리,004690,연료용 가스 제조 및 배관공급업,가스유틸리티,19.09,27.30,0.22
2277,성보화학,003080,"비료, 농약 및 살균, 살충제 제조업",화학,69.0,,0.59
2278,조흥,002600,기타 식품 제조업,식품,29.07,11.72,0.8
2279,금양,001570,기초 화학물질 제조업,화학,69.0,,3.59
2280,사조대림,003960,수산물 가공 및 저장 처리업,식품,29.07,6.83,0.34
2281,비비안,002070,봉제의복 제조업,"섬유,의류,신발,호화품",33.35,,0.53
2282,S&T중공업,003570,자동차 신품 부품 제조업,자동차부품,46.67,16.32,0.27
2283,한신공영,004960,건물 건설업,건설,7.01,3.02,0.41
2284,농심,004370,기타 식품 제조업,식품,29.07,12.94,0.82
2285,삼영화학공업,003720,플라스틱제품 제조업,화학,69.0,343.89,2.36
2286,성신양회,004980,"시멘트, 석회, 플라스터 및 그 제품 제조업",건축자재,36.34,58.07,0.52
2287,신라교역,004970,어로 어업,식품,29.07,175.86,0.31
2288,신풍제지,002870,"펄프, 종이 및 판지 제조업",포장재,16.84,26.04,1.26
2289,종근당홀딩스,001630,의약품 제조업,제약,99.58,10.07,1.12
2290,크라운해태홀딩스,005740,기타 금융업,식품,29.07,,0.55
2291,한독,002390,의약품 제조업,제약,99.58,12.83,1.09
2292,SG충방,001380,자동차 신품 부품 제조업,자동차부품,46.67,152.84,0.88
2293,SK디스커버리,006120,기타 금융업,석유와가스,-13.96,4.40,0.71
2294,샘표,007540,기타 금융업,식품,29.07,7.65,0.6
2295,흥아해운,003280,해상 운송업,해운사,116.29,,0.90
2296,GS글로벌,001250,상품 종합 도매업,무역회사와판매업체,12.09,,0.55
2297,금호산업,002990,건물 건설업,건설,7.01,8.62,0.81
2298,삼부토건,001470,토목 건설업,건설,7.01,57.50,2.27
2299,삼화콘덴서공업,001820,전자부품 제조업,전기제품,206.26,35.81,4.37
2300,페이퍼코리아,001020,"펄프, 종이 및 판지 제조업",종이와목재,41.06,,5.61
2301,동양,001520,"시멘트, 석회, 플라스터 및 그 제품 제조업",건축자재,36.34,50.80,0.31
2302,한화,000880,기타 화학제품 제조업,생명보험,12.49,13.77,0.62
2303,JW중외제약,001060,의약품 제조업,제약,99.58,,2.94
2304,영풍,000670,1차 비철금속 제조업,핸드셋,-202.0,5.31,0.27
2305,백광산업,001340,기초 화학물질 제조업,화학,69.0,18.73,1.02
2306,성창기업지주,000180,회사 본부 및 경영 컨설팅 서비스업,종이와목재,41.06,122.78,0.27
2307,한창,005110,기계장비 및 관련 물품 도매업,부동산,4.26,,1.99
2308,삼화왕관,004450,기타 금속 가공제품 제조업,포장재,16.84,56.44,0.5
2309,KR모터스,000040,그외 기타 운송장비 제조업,자동차,58.96,,3.47
2310,고려제강,002240,1차 철강 제조업,철강,41.6,32.72,0.24
2311,태양금속공업,004100,자동차 신품 부품 제조업,자동차부품,46.67,,0.74
2312,선창산업,002820,나무제품 제조업,종이와목재,41.06,,0.26
2313,DRB동일,004840,기타 금융업,자동차부품,46.67,37.69,0.37
2314,넥센타이어,002350,고무제품 제조업,자동차부품,46.67,52.13,0.52
2315,SG세계물산,004060,상품 종합 도매업,"섬유,의류,신발,호화품",33.35,14.28,0.67
2316,롯데정밀화학,004000,기초 화학물질 제조업,화학,69.0,8.52,0.91
2317,동화약품,000020,의약품 제조업,제약,99.58,14.95,1.3
2318,대림산업,000210,토목 건설업,건설,7.01,4.66,0.52
2319,LG상사,001120,상품 중개업,무역회사와판매업체,12.09,7.45,0.71
